Date,Country,Confirmed,Recovered,Deaths
2020-01-22,India,0,0,0
2020-01-23,India,0,0,0
2020-01-24,India,0,0,0
2020-01-25,India,0,0,0
2020-01-26,India,0,0,0
2020-01-27,India,0,0,0
2020-01-28,India,0,0,0
2020-01-29,India,0,0,0
2020-01-30,India,1,0,0
2020-01-31,India,1,0,0
2020-02-01,India,1,0,0
2020-02-02,India,2,0,0
2020-02-03,India,3,0,0
2020-02-04,India,3,0,0
2020-02-05,India,3,0,0
2020-02-06,India,3,0,0
2020-02-07,India,3,0,0
2020-02-08,India,3,0,0
2020-02-09,India,3,0,0
2020-02-10,India,3,0,0
2020-02-11,India,3,0,0
2020-02-12,India,3,0,0
2020-02-13,India,3,0,0
2020-02-14,India,3,0,0
2020-02-15,India,3,0,0
2020-02-16,India,3,3,0
2020-02-17,India,3,3,0
2020-02-18,India,3,3,0
2020-02-19,India,3,3,0
2020-02-20,India,3,3,0
2020-02-21,India,3,3,0
2020-02-22,India,3,3,0
2020-02-23,India,3,3,0
2020-02-24,India,3,3,0
2020-02-25,India,3,3,0
2020-02-26,India,3,3,0
2020-02-27,India,3,3,0
2020-02-28,India,3,3,0
2020-02-29,India,3,3,0
2020-03-01,India,3,3,0
2020-03-02,India,5,3,0
2020-03-03,India,5,3,0
2020-03-04,India,28,3,0
2020-03-05,India,30,3,0
2020-03-06,India,31,3,0
2020-03-07,India,34,3,0
2020-03-08,India,39,3,0
2020-03-09,India,43,3,0
2020-03-10,India,56,4,0
2020-03-11,India,62,4,1
2020-03-12,India,73,4,1
2020-03-13,India,82,4,2
2020-03-14,India,102,4,2
2020-03-15,India,113,13,2
2020-03-16,India,119,13,2
2020-03-17,India,142,14,3
2020-03-18,India,156,14,3
2020-03-19,India,194,15,4
2020-03-20,India,244,20,5
2020-03-21,India,330,23,4
2020-03-22,India,396,27,7
2020-03-23,India,499,27,10
2020-03-24,India,536,40,10
2020-03-25,India,657,43,12
2020-03-26,India,727,45,20
2020-03-27,India,887,73,20
2020-03-28,India,987,84,24
2020-03-29,India,1024,95,27
2020-03-30,India,1251,102,32
2020-03-31,India,1397,123,35
2020-04-01,India,1998,148,58
2020-04-02,India,2543,191,72
2020-04-03,India,2567,192,72
2020-04-04,India,3082,229,86
2020-04-05,India,3588,229,99
2020-04-06,India,4778,375,136
2020-04-07,India,5311,421,150
2020-04-08,India,5916,506,178
2020-04-09,India,6725,620,226
2020-04-10,India,7598,774,246
2020-04-11,India,8446,969,288
2020-04-12,India,9205,1080,331
2020-04-13,India,10453,1181,358
2020-04-14,India,11487,1359,393
2020-04-15,India,12322,1432,405
2020-04-16,India,13430,1768,448
2020-04-17,India,14352,2041,486
2020-04-18,India,15722,2463,521
2020-04-19,India,17615,2854,559
2020-04-20,India,18539,3273,592
2020-04-21,India,20080,3975,645
2020-04-22,India,21370,4370,681
2020-04-23,India,23077,5012,721
2020-04-24,India,24530,5498,780
2020-04-25,India,26283,5939,825
2020-04-26,India,27890,6523,881
2020-04-27,India,29451,7137,939
2020-04-28,India,31324,7747,1008
2020-04-29,India,33062,8437,1079
2020-04-30,India,34863,9068,1154
2020-05-01,India,37257,10007,1223
2020-05-02,India,39699,10819,1323
2020-05-03,India,42505,11775,1391
2020-05-04,India,46437,12847,1566
2020-05-05,India,49400,14142,1693
2020-05-06,India,52987,15331,1785
2020-05-07,India,56351,16776,1889
2020-05-08,India,59695,17887,1985
2020-05-09,India,62808,19301,2101
2020-05-10,India,67161,20969,2212
2020-05-11,India,70768,22549,2294
2020-05-12,India,74292,24420,2415
2020-05-13,India,78055,26400,2551
2020-05-14,India,81997,27969,2649
2020-05-15,India,85784,30258,2753
2020-05-16,India,90648,34224,2871
2020-05-17,India,95698,36795,3025
2020-05-18,India,100328,39233,3156
2020-05-19,India,106475,42309,3302
2020-05-20,India,112028,45422,3434
2020-05-21,India,118226,48553,3584
2020-05-22,India,124794,51824,3726
2020-05-23,India,131423,54385,3868
2020-05-24,India,138536,57692,4024
2020-05-25,India,144950,60706,4172
2020-05-26,India,150793,64277,4344
2020-05-27,India,158086,67749,4534
2020-05-28,India,165386,70920,4711
2020-05-29,India,173491,82627,4980
2020-05-30,India,181827,86936,5185
2020-05-31,India,190609,91852,5408
2020-06-01,India,198370,95754,5608
2020-06-02,India,207191,100285,5829
2020-06-03,India,216824,104071,6088
2020-06-04,India,226713,108450,6363
2020-06-05,India,236184,113233,6649
2020-06-06,India,246622,118695,6946
2020-06-07,India,257486,123848,7207
2020-06-08,India,265928,129095,7473
2020-06-09,India,276146,134670,7750
2020-06-10,India,286605,135206,8102
2020-06-11,India,297535,147195,8498
2020-06-12,India,308993,154330,8884
2020-06-13,India,320922,162379,9195
2020-06-14,India,332424,169798,9520
2020-06-15,India,343091,180013,9900
2020-06-16,India,354065,186935,11903
2020-06-17,India,366946,194325,12237
2020-06-18,India,380532,204711,12573
2020-06-19,India,395048,213831,12948
2020-06-20,India,410451,227728,13254
2020-06-21,India,425282,237196,13699
2020-06-22,India,440215,248190,14011
2020-06-23,India,456183,258685,14476
2020-06-24,India,473105,271697,14894
2020-06-25,India,490401,285637,15301
2020-06-26,India,508953,295881,15685
2020-06-27,India,528859,309713,16095
2020-06-28,India,548318,321723,16475
2020-06-29,India,566840,334822,16893
2020-06-30,India,585481,347912,17400
2020-07-01,India,604641,359860,17834
2020-07-02,India,625544,379892,18213
2020-07-03,India,648315,394227,18655
2020-07-04,India,673165,409083,19268
2020-07-05,India,697413,424433,19693
2020-07-06,India,719664,439934,20159
2020-07-07,India,742417,456831,20642
2020-07-08,India,767296,476378,21129
2020-07-09,India,793802,495513,21604
2020-07-10,India,820916,515386,22123
2020-07-11,India,849522,534618,22673
2020-07-12,India,878254,553471,23174
2020-07-13,India,906752,571460,23727
2020-07-14,India,936181,592032,24309
2020-07-15,India,968857,612768,24914
2020-07-16,India,1003832,635757,25602
2020-07-17,India,1039084,653751,26273
2020-07-18,India,1077781,677423,26816
2020-07-19,India,1118206,700087,27497
2020-07-20,India,1155338,724578,28082
2020-07-21,India,1193078,753050,28732
2020-07-22,India,1238798,782607,29861
2020-07-23,India,1288108,817209,30601
2020-07-24,India,1337024,849432,31358
2020-07-25,India,1385635,885573,32060
2020-07-26,India,1435616,917568,32771
2020-07-27,India,1480073,951166,33408
2020-07-28,India,1531669,988029,34193
2020-07-29,India,1581963,1019735,34955
2020-07-30,India,1634746,1055348,35718
2020-07-31,India,1695988,1094374,36511
2020-08-01,India,1750723,1145629,37364
2020-08-02,India,1803695,1186203,38135
2020-08-03,India,1855745,1230509,38938
2020-08-04,India,1908254,1282215,39795
2020-08-05,India,1964536,1328336,40699
2020-08-06,India,2027074,1378105,41585
2020-08-07,India,2088611,1427005,42518
2020-08-08,India,2153010,1480884,43379
2020-08-09,India,2215074,1535743,44386
2020-08-10,India,2268675,1583489,45257
2020-08-11,India,2329638,1639599,46091
2020-08-12,India,2396637,1695982,47033
2020-08-13,India,2461190,1751555,48040
2020-08-14,India,2525922,1808936,49036
2020-08-15,India,2589952,1862258,49980
2020-08-16,India,2647663,1919842,50921
2020-08-17,India,2702681,1977671,51797
2020-08-18,India,2767253,2037816,52888
2020-08-19,India,2836925,2096664,53866
2020-08-20,India,2905825,2158946,54849
2020-08-21,India,2975701,2222577,55794
2020-08-22,India,3044940,2280566,56706
2020-08-23,India,3106348,2338035,57542
2020-08-24,India,3167323,2404585,58390
2020-08-25,India,3224547,2458339,59357
2020-08-26,India,3310234,2523771,60472
2020-08-27,India,3387500,2583948,61529
2020-08-28,India,3463972,2648998,62550
2020-08-29,India,3542733,2713933,63498
2020-08-30,India,3621245,2774801,64469
2020-08-31,India,3691166,2839882,65288
2020-09-01,India,3769523,2901908,66333
2020-09-02,India,3853406,2970492,67376
2020-09-03,India,3936747,3037151,68472
2020-09-04,India,4023179,3107223,69561
2020-09-05,India,4113811,3180865,70626
2020-09-06,India,4204613,3250429,71642
2020-09-07,India,4280422,3323950,72775
2020-09-08,India,4370128,3398844,73890
2020-09-09,India,4465863,3471783,75062
2020-09-10,India,4562414,3542663,76271
2020-09-11,India,4659984,3624196,77472
2020-09-12,India,4754356,3702595,78586
2020-09-13,India,4846427,3780107,79722
2020-09-14,India,4930236,3859399,80776
2020-09-15,India,5020359,3942360,82066
2020-09-16,India,5118253,4025079,83198
2020-09-17,India,5214677,4112551,84372
2020-09-18,India,5308014,4208431,85619
2020-09-19,India,5400619,4303043,86752
2020-09-20,India,5487580,4396399,87882
2020-09-21,India,5562663,4497867,88935
2020-09-22,India,5646010,4587613,90020
2020-09-23,India,5732518,4674987,91149
2020-09-24,India,5818570,4756164,92290
2020-09-25,India,5903932,4849584,93379
2020-09-26,India,5992532,4941627,94503
2020-09-27,India,6074702,5016520,95542
2020-09-28,India,6145291,5101397,96318
2020-09-29,India,6225763,5187825,97497
2020-09-30,India,6312584,5273201,98678
2020-10-01,India,6394068,5352078,99773
2020-10-02,India,6473544,5427706,100842
2020-10-03,India,6549373,5509966,101782
2020-10-04,India,6623815,5586703,102685
2020-10-05,India,6685082,5662490,103569
2020-10-06,India,6757131,5744693,104555
2020-10-07,India,6835655,5827704,105526
2020-10-08,India,6906151,5906069,106490
2020-10-09,India,6979423,5988822,107416
2020-10-10,India,7053806,6077976,108334
2020-10-11,India,7120538,6149535,109150
2020-10-12,India,7175880,6227295,109856
2020-10-13,India,7239389,6301927,110586
2020-10-14,India,7307097,6383441,111266
2020-10-15,India,7370468,6453779,112161
2020-10-16,India,7432680,6524595,112998
2020-10-17,India,7494551,6597209,114031
2020-10-18,India,7550273,6663608,114610
2020-10-19,India,7597063,6733328,115197
2020-10-20,India,7651107,6795103,115914
2020-10-21,India,7706946,6874518,116616
2020-10-22,India,7761312,6948497,117306
2020-10-23,India,7814682,7016046,117956
2020-10-24,India,7864811,7078123,118534
2020-10-25,India,7909959,7137228,119014
2020-10-26,India,7946429,7201070,119502
2020-10-27,India,7990322,7259509,120010
2020-10-28,India,8040203,7315989,120527
2020-10-29,India,8088851,7373375,121090
2020-10-30,India,8137119,7432829,121641
2020-10-31,India,8184082,7491513,122111
2020-11-01,India,8229313,7544798,122607
2020-11-02,India,8267623,7603121,123097
2020-11-03,India,8313876,7656478,123611
2020-11-04,India,8364086,7711809,124315
2020-11-05,India,8411724,7765966,124985
2020-11-06,India,8462080,7819886,125562
2020-11-07,India,8507754,7868968,126121
2020-11-08,India,8553657,7917373,126611
2020-11-09,India,8591730,7959406,127059
2020-11-10,India,8636011,8013783,127571
2020-11-11,India,8683916,8066501,128121
2020-11-12,India,8728795,8115580,128668
2020-11-13,India,8773479,8163572,129188
2020-11-14,India,8814579,8205728,129635
2020-11-15,India,8845127,8249579,130070
2020-11-16,India,8874290,8290370,130519
2020-11-17,India,8912907,8335109,130993
2020-11-18,India,8958483,8383602,131578
2020-11-19,India,9004365,8428409,132162
2020-11-20,India,9050597,8478124,132726
2020-11-21,India,9095806,8521617,133227
2020-11-22,India,9139865,8562641,133738
2020-11-23,India,9177840,8604955,134218
2020-11-24,India,9222216,8642771,134699
2020-11-25,India,9266705,8679138,135223
2020-11-26,India,9309787,8718517,135715
2020-11-27,India,9351109,8759969,136200
2020-11-28,India,9392919,8802267,136696
2020-11-29,India,9431691,8847600,137139
2020-11-30,India,9462809,8889585,137621
2020-12-01,India,9499413,8932647,138122
2020-12-02,India,9534964,8973373,138648
2020-12-03,India,9571559,9016289,139188
2020-12-04,India,9608211,9058822,139700
2020-12-05,India,9644222,9100792,140182
2020-12-06,India,9677203,9139901,140573
2020-12-07,India,9703770,9178946,140958
2020-12-08,India,9735850,9215581,141360
2020-12-09,India,9767371,9253306,141772
2020-12-10,India,9796744,9290809,142185
2020-12-11,India,9826775,9324328,142628
2020-12-12,India,9857029,9357464,143019
2020-12-13,India,9884100,9388159,143355
2020-12-14,India,9906165,9422636,143709
2020-12-15,India,9932547,9456449,144096
2020-12-16,India,9956557,9489740,144451
2020-12-17,India,9979447,9520827,144789
2020-12-18,India,10004599,9550712,145136
2020-12-19,India,10031223,9580402,145477
2020-12-20,India,10055560,9606111,145810
2020-12-21,India,10075116,9636487,146111
2020-12-22,India,10099066,9663382,146444
2020-12-23,India,10123778,9693173,146756
2020-12-24,India,10146845,9717834,147092
2020-12-25,India,10169118,9740108,147343
2020-12-26,India,10187850,9761538,147622
2020-12-27,India,10207871,9782669,147901
2020-12-28,India,10224303,9807569,148153
2020-12-29,India,10244852,9834141,148439
2020-12-30,India,10266674,9860280,148738
2020-12-31,India,10286709,9883461,148994
2021-01-01,India,10305788,9929568,149218
2021-01-02,India,10323965,9927310,149435
2021-01-03,India,10340469,9946867,149649
2021-01-04,India,10356844,9975958,149850
2021-01-05,India,10374932,9997272,150114
2021-01-06,India,10395278,10016859,150336
2021-01-07,India,10413417,10037398,150570
2021-01-08,India,10413417,10037398,150570
2021-01-09,India,10450284,10075950,150999
2021-01-10,India,10466595,10092909,151160
2021-01-11,India,10479179,10111294,151327
2021-01-12,India,10495147,10129111,151529
2021-01-13,India,10512093,10146763,151727
2021-01-14,India,10527683,10162738,151918
2021-01-15,India,10542841,10179715,152093
2021-01-16,India,10557985,10196885,152274
2021-01-17,India,10571773,10211342,152419
2021-01-18,India,10581823,10228753,152556
2021-01-19,India,10595639,10245741,152718
2021-01-20,India,10610883,10265706,152869
2021-01-21,India,10625428,10283702,153032
2021-01-22,India,10639684,10300838,153184
2021-01-23,India,10654533,10316786,153339
2021-01-24,India,10667736,10330084,153470
2021-01-25,India,10676838,10345985,153587
2021-01-26,India,10689527,10359305,153724
2021-01-27,India,10701193,10373606,153847
2021-01-28,India,10720048,10394352,154010
2021-01-29,India,10733130,10409146,154147
2021-01-30,India,10746174,10423109,154274
2021-01-31,India,10757610,10434983,154392
2021-02-01,India,10766245,10448406,154486
2021-02-02,India,10777284,10462631,154596
2021-02-03,India,10790183,10480455,154703
2021-02-04,India,10802591,10496308,154823
2021-02-05,India,10814304,10510796,154918
2021-02-06,India,10826363,10522601,154996
2021-02-07,India,10838194,10534505,155080
2021-02-08,India,10847304,10548521,155158
2021-02-09,India,10858371,10561608,155252
2021-02-10,India,10871294,10573372,155360
2021-02-11,India,10880603,10589230,155447
2021-02-12,India,10892746,10600625,155550
2021-02-13,India,10904940,10611731,155642
2021-02-14,India,10916589,10621220,155732
2021-02-15,India,10925710,10633025,155813
2021-02-16,India,10937320,10644858,155913
2021-02-17,India,10950201,10656845,156014
2021-02-18,India,10963394,10667741,156111